DATE,TIME,STATUS,NAME,TYPE,SOURCE,PRESENT,TECHNOLOGY,CYCLE_COUNT,VOLTAGE_MIN_DESIGN,VOLTAGE_NOW,CURRENT_NOW,CHARGE_FULL_DESIGN,CHARGE_FULL,CHARGE_NOW,CAPACITY,CAPACITY_LEVEL,MODEL_NAME,MANUFACTURER,SERIAL_NUMBER
09/04/23,22:41:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12352000,15000,3684000,1689000,1587000,93,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,22:40:05,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12347000,265000,3684000,1689000,1588000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,22:38:15,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12206000,624000,3684000,1689000,1589000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,22:37:53,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12157000,648000,3684000,1689000,1589000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,22:11:11,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12277000,933000,3684000,1689000,1311000,77,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:42:58,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12123000,658000,3684000,1689000,1568000,92,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:35:17,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12256000,516000,3684000,1689000,1571000,93,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:34:37,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12527000,698000,3684000,1689000,1565000,92,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:34:27,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12315000,38000,3684000,1689000,1565000,92,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:33:35,Active,BAT0,Battery,Not-charging,1,Li-ion,0,11400000,12343000,3684000,1689000,1565000,92,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:32:35,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12527000,933000,3684000,1689000,1554000,92,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:21:34,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12290000,447000,3684000,1689000,1689000,100,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:18:03,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12451000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:17:53,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12451000,1000,3684000,1689000,1689000,100,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:07:02,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12451000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,21:06:52,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12454000,1000,3684000,1689000,1689000,100,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,20:53:11,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12432000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,20:53:01,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12189000,879000,3684000,1689000,1689000,100,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,20:52:20,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12461000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,20:52:10,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12463000,1000,3684000,1689000,1689000,100,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,20:32:29,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12497000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:57:46,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12483000,924000,3684000,1689000,1478000,87,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:57:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11839000,1019000,3684000,1689000,1479000,87,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:50:35,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12277000,1000,3684000,1689000,1529000,90,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:50:14,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12242000,328000,3684000,1689000,1529000,90,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:46:14,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12533000,3684000,1689000,1545000,91,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:42:53,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12488000,933000,3684000,1689000,1506000,89,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:37:03,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12305000,24000,3684000,1689000,1583000,93,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:36:43,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12141000,608000,3684000,1689000,1585000,93,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:35:23,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12198000,535000,3684000,1689000,1586000,93,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:33:22,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12321000,1000,3684000,1689000,1588000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:32:42,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12152000,436000,3684000,1689000,1589000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:31:12,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12331000,1000,3684000,1689000,1598000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:29:12,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12286000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:28:51,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11984000,820000,3684000,1689000,1603000,94,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:28:31,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12284000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:27:21,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12052000,947000,3684000,1689000,1621000,95,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:27:01,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12294000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:26:01,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12110000,940000,3684000,1689000,1636000,96,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:24:40,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12357000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:24:10,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12113000,617000,3684000,1689000,1644000,97,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:24:00,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12397000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:23:50,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12396000,12000,3684000,1689000,1646000,97,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:22:49,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12388000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:22:09,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12396000,50000,3684000,1689000,1649000,97,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:11:18,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12408000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,19:11:08,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12154000,396000,3684000,1689000,1650000,97,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,18:31:15,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12383000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,18:30:25,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12413000,1000,3684000,1689000,1656000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,18:24:04,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12354000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,18:21:04,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12109000,743000,3684000,1689000,1689000,100,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,17:50:31,Active,BAT0,Battery,Full,1,Li-ion,0,11400000,12493000,1000,3684000,1689000,1689000,100,Full,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,17:42:11,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12549000,257000,3684000,1689000,1453000,86,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,17:39:50,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12542000,357000,3684000,1689000,1442000,85,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,17:39:00,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12436000,1000,3684000,1689000,1443000,85,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,17:36:08,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12404000,270000,3684000,1689000,1443000,85,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,17:30:17,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12542000,354000,3684000,1689000,1415000,83,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:31:37,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12076000,425000,3684000,1689000,1223000,72,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:29:06,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11864000,1048000,3684000,1689000,1225000,72,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:18:25,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11908000,947000,3684000,1689000,1236000,73,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:10:14,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11827000,796000,3684000,1689000,1239000,73,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:04:14,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12125000,480000,3684000,1689000,1294000,76,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:03:33,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12054000,326000,3684000,1689000,1295000,76,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,14:03:03,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12159000,439000,3684000,1689000,1299000,76,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,13:36:51,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12171000,473000,3684000,1689000,1300000,76,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,13:32:21,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12225000,467000,3684000,1689000,1303000,77,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,12:49:48,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12048000,934000,3684000,1689000,710000,42,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,12:45:37,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11634000,425000,3684000,1689000,711000,42,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,12:35:07,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11946000,935000,3684000,1689000,577000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,12:34:57,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11503000,542000,3684000,1689000,576000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,12:31:06,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11470000,688000,3684000,1689000,577000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,12:29:06,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11892000,936000,3684000,1689000,553000,32,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,10:38:06,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11979000,590000,3684000,1689000,1013000,59,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,10:31:15,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12064000,935000,3684000,1689000,909000,53,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,10:09:23,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11833000,799000,3684000,1689000,1149000,68,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:05:08,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12251000,539000,3684000,1689000,1254000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:04:28,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12158000,169000,3684000,1689000,1257000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:03:27,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12056000,1443000,3684000,1689000,1260000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:02:36,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12531000,914000,3684000,1689000,1252000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:02:16,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12272000,1000,3684000,1689000,1253000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:01:56,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12279000,1000,3684000,1689000,1253000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:00:46,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12302000,290000,3684000,1689000,1243000,73,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,09:00:16,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12065000,496000,3684000,1689000,1249000,73,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,08:59:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12217000,136000,3684000,1689000,1250000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,08:58:56,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12245000,256000,3684000,1689000,1251000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,08:58:45,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12498000,932000,3684000,1689000,1249000,73,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,08:54:25,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12161000,737000,3684000,1689000,1298000,76,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,08:48:04,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12424000,181000,3684000,1689000,1253000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:48:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11511000,393000,3684000,1689000,412000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:48:16,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11508000,345000,3684000,1689000,412000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:46:15,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11581000,285000,3684000,1689000,417000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:42:25,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11699000,1000,3684000,1689000,379000,22,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:37:45,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11646000,5000,3684000,1689000,312000,18,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:37:35,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11554000,469000,3684000,1689000,313000,18,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:35:34,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11864000,936000,3684000,1689000,284000,16,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:34:54,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11666000,1000,3684000,1689000,287000,16,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:31:14,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11776000,572000,3684000,1689000,231000,13,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:29:44,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11339000,1139000,3684000,1689000,252000,14,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:23:03,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11843000,935000,3684000,1689000,154000,9,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/04/23,07:14:55,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11776000,934000,3684000,1689000,38000,2,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,23:46:28,Suspended,BAT0,Battery,Discharging,1,Li-ion,0,11400000,10671000,1413000,3684000,1689000,34000,2,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,22:08:04,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12184000,3684000,1689000,1332000,78,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,20:39:07,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11694000,921000,3684000,1689000,63000,3,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,20:36:42,Suspended,BAT0,Battery,Discharging,1,Li-ion,0,11400000,10651000,1226000,3684000,1689000,36000,2,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,19:17:48,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12185000,331000,3684000,1689000,1111000,65,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,18:53:26,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12049000,912000,3684000,1689000,744000,44,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,18:51:55,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11806000,636000,3684000,1689000,766000,45,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,18:42:25,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12098000,918000,3684000,1689000,623000,36,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,18:12:22,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11602000,921000,3684000,1689000,170000,10,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:51:50,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11405000,744000,3684000,1689000,457000,27,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:50:20,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11856000,920000,3684000,1689000,449000,26,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:49:39,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11600000,170000,3684000,1689000,451000,26,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:48:39,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11706000,35000,3684000,1689000,460000,27,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:47:48,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11924000,920000,3684000,1689000,449000,26,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:45:48,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11888000,920000,3684000,1689000,421000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:45:27,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11351000,636000,3684000,1689000,421000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:44:27,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11823000,920000,3684000,1689000,407000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:43:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11493000,740000,3684000,1689000,414000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:42:46,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11861000,920000,3684000,1689000,404000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:42:26,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11615000,345000,3684000,1689000,404000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,17:32:44,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11661000,920000,3684000,1689000,265000,15,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:28:59,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12073000,51000,3684000,1689000,884000,52,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:11:27,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11954000,919000,3684000,1689000,621000,36,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:11:07,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11679000,87000,3684000,1689000,619000,36,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:08:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11432000,737000,3684000,1689000,633000,37,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:06:26,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11392000,1104000,3684000,1689000,641000,37,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:03:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11689000,199000,3684000,1689000,655000,38,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,16:01:15,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11482000,1132000,3684000,1689000,671000,39,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,15:59:45,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12141000,3684000,1689000,674000,39,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,15:49:34,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11829000,917000,3684000,1689000,521000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,15:45:43,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11513000,771000,3684000,1689000,584000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,15:32:42,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11761000,422000,3684000,1689000,588000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,15:23:22,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11669000,34000,3684000,1689000,448000,26,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,14:58:09,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11677000,920000,3684000,1689000,92000,5,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
09/03/23,14:52:48,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11432000,668000,3684000,1689000,142000,8,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
