DATE,TIME,STATUS,NAME,TYPE,SOURCE,PRESENT,TECHNOLOGY,CYCLE_COUNT,VOLTAGE_MIN_DESIGN,VOLTAGE_NOW,CURRENT_NOW,CHARGE_FULL_DESIGN,CHARGE_FULL,CHARGE_NOW,CAPACITY,CAPACITY_LEVEL,MODEL_NAME,MANUFACTURER,SERIAL_NUMBER
07/30/23,19:23:09,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11306000,524000,3684000,1814000,419000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:23:03,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11430000,1000,3684000,1814000,419000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:22:07,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11429000,1000,3684000,1814000,422000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:21:40,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11425000,1000,3684000,1814000,422000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:21:30,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11422000,57000,3684000,1814000,423000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:19:10,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11311000,370000,3684000,1814000,437000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:18:54,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11295000,372000,3684000,1814000,437000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:18:46,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11457000,1000,3684000,1814000,437000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:14:52,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11439000,111000,3684000,1814000,438000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:11:43,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11460000,1000,3684000,1814000,439000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:09:28,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11465000,1000,3684000,1814000,439000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:06:49,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11841000,3684000,1814000,440000,24,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,19:04:18,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11483000,277000,3684000,1814000,396000,21,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,18:55:50,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11474000,1000,3684000,1814000,470000,25,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,18:55:18,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11362000,387000,3684000,1814000,470000,25,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,18:54:49,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11349000,257000,3684000,1814000,470000,25,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,18:54:37,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11476000,1000,3684000,1814000,470000,25,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,18:42:00,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11869000,3684000,1814000,472000,26,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,18:25:52,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11322000,297000,3684000,1814000,187000,10,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:55:42,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11549000,368000,3684000,1814000,903000,49,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:51:45,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11653000,234000,3684000,1814000,904000,49,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:51:41,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11655000,1000,3684000,1814000,904000,49,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:43:06,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11665000,1000,3684000,1814000,913000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:40:39,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11639000,254000,3684000,1814000,913000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:37:55,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11658000,64000,3684000,1814000,913000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:37:47,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11665000,5000,3684000,1814000,914000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:35:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11666000,1000,3684000,1814000,914000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:35:22,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11670000,1000,3684000,1814000,914000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:35:13,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11664000,1000,3684000,1814000,914000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:35:01,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11670000,1000,3684000,1814000,915000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:17:07,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11680000,1000,3684000,1814000,915000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:13:27,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11687000,1000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:13:07,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11685000,1000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:12:22,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11650000,143000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:09:47,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11700000,1000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:08:11,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11714000,102000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:07:04,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11729000,1000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,15:04:19,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12137000,3684000,1814000,916000,50,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,14:47:35,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11824000,896000,3684000,1814000,622000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,14:46:19,Suspended,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11389000,373000,3684000,1814000,617000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,14:46:07,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11131000,1366000,3684000,1814000,619000,34,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,10:23:42,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11714000,64000,3684000,1814000,646000,35,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,10:06:20,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11835000,1058000,3684000,1814000,344000,18,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,09:49:44,Suspended,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11273000,67000,3684000,1814000,69000,3,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,08:35:06,Active,BAT0,Battery,Not-charging,1,Li-ion,0,11400000,11274000,1000,3684000,1814000,69000,3,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
07/30/23,00:34:33,Suspended,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11023000,406000,3684000,1814000,81000,4,Critical,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,22:42:21,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11827000,55000,3684000,1814000,1209000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,22:42:07,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11787000,284000,3684000,1814000,1210000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,22:41:53,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11758000,169000,3684000,1814000,1212000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,22:40:24,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11916000,7000,3684000,1814000,1212000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,22:40:10,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12230000,3684000,1814000,1213000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,22:35:06,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11765000,227000,3684000,1814000,1126000,62,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:57:10,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12307000,3684000,1814000,1528000,84,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:46:17,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12098000,1000,3684000,1814000,1348000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:46:10,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11911000,313000,3684000,1814000,1348000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:44:38,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11939000,241000,3684000,1814000,1349000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:43:15,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12023000,1000,3684000,1814000,1349000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:42:52,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11863000,214000,3684000,1814000,1349000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:34:55,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12040000,10000,3684000,1814000,1352000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:34:13,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12043000,108000,3684000,1814000,1352000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:33:46,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12015000,7000,3684000,1814000,1352000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:31:19,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12070000,85000,3684000,1814000,1353000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:29:42,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12145000,88000,3684000,1814000,1354000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:29:36,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12441000,3684000,1814000,1353000,74,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:25:10,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11914000,1000,3684000,1814000,1278000,70,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,21:24:58,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11912000,208000,3684000,1814000,1279000,70,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:58:18,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11750000,566000,3684000,1814000,1288000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:58:12,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11775000,337000,3684000,1814000,1288000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:57:32,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11949000,44000,3684000,1814000,1289000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:56:43,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11963000,1000,3684000,1814000,1289000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:55:17,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11953000,129000,3684000,1814000,1290000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:45:38,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11984000,104000,3684000,1814000,1294000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:45:15,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12395000,3684000,1814000,1293000,71,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,20:14:24,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11482000,279000,3684000,1814000,762000,42,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,19:42:50,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11860000,23000,3684000,1814000,1203000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,19:42:13,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11711000,197000,3684000,1814000,1204000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,19:33:03,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11904000,13000,3684000,1814000,1205000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,19:32:12,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11910000,99000,3684000,1814000,1205000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,19:32:08,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11912000,1000,3684000,1814000,1205000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,19:26:39,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12302000,3684000,1814000,1205000,66,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,18:42:03,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11356000,88000,3684000,1814000,435000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,18:41:53,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11245000,3684000,1814000,435000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,18:41:47,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11338000,1000,3684000,1814000,434000,23,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,18:37:18,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11107000,1142000,3684000,1814000,490000,27,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,18:36:36,Suspended,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11327000,352000,3684000,1814000,502000,27,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:48:39,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11939000,3684000,1814000,713000,39,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:37:55,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11481000,159000,3684000,1814000,527000,29,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:31:18,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11846000,3684000,1814000,591000,32,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:30:36,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11553000,1000,3684000,1814000,579000,31,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:30:30,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11557000,3684000,1814000,580000,31,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:28:43,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11458000,84000,3684000,1814000,549000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:28:00,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11446000,81000,3684000,1814000,560000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:27:30,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11796000,3684000,1814000,567000,31,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:26:38,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11515000,137000,3684000,1814000,552000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:26:12,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11749000,3684000,1814000,556000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:26:01,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11456000,1000,3684000,1814000,554000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:55,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11456000,91000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:51,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11458000,1000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:39,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11398000,223000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:35,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11317000,354000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:31,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11749000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:27,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11470000,28000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:23,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11748000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:25:10,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11525000,286000,3684000,1814000,551000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:24:56,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11736000,3684000,1814000,552000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:24:28,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11386000,25000,3684000,1814000,545000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:23:48,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11293000,302000,3684000,1814000,550000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:23:12,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11486000,32000,3684000,1814000,555000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:23:09,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11484000,248000,3684000,1814000,554000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:22:49,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11395000,59000,3684000,1814000,556000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:22:31,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11695000,3684000,1814000,558000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:22:25,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11466000,238000,3684000,1814000,557000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,14:22:05,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11304000,157000,3684000,1814000,560000,30,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:39:23,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11513000,387000,3684000,1814000,941000,51,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:39:14,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11572000,208000,3684000,1814000,941000,51,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:39:00,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11545000,328000,3684000,1814000,942000,51,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:37:05,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11581000,119000,3684000,1814000,956000,52,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:36:55,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11571000,311000,3684000,1814000,957000,52,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:31:17,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12093000,3684000,1814000,996000,54,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:28:08,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11843000,285000,3684000,1814000,941000,51,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:28:00,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12054000,3684000,1814000,941000,51,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,13:23:22,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,11915000,477000,3684000,1814000,861000,47,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/29/23,06:52:15,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11676000,1836000,3684000,1814000,1790000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:50:02,Suspended,BAT0,Battery,Not-charging,1,Li-ion,0,11400000,12430000,1000,3684000,1814000,1795000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:48:49,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12430000,1000,3684000,1814000,1795000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:47:51,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12430000,56000,3684000,1814000,1795000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:27:11,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12454000,1000,3684000,1814000,1795000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:27:06,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12454000,1000,3684000,1814000,1795000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:26:18,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12549000,3684000,1814000,1795000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:23:45,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12438000,1000,3684000,1814000,1793000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:23:29,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12412000,116000,3684000,1814000,1793000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,20:17:12,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12550000,3684000,1814000,1794000,98,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,19:40:32,Active,BAT0,Battery,Charging,1,Li-ion,0,11400000,12269000,27000,3684000,1814000,1510000,83,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,17:33:52,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,11826000,1047000,3684000,1814000,1517000,83,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
07/28/23,17:33:48,Active,BAT0,Battery,Discharging,1,Li-ion,0,11400000,12082000,334000,3684000,1814000,1517000,83,Normal,DELL-FDRHM08,LGC-LGC3.65,34838
